group,pattern,SHDC,HCP,n,Bid,Loss,StDev
 0, 90,0-3-4-6, 27, 100,7C,-5.89, 7.12
 0, 90,0-3-4-6, 28, 100,7C,-4.68, 6.96
 0, 90,0-3-4-6, 29, 100,7C,-1.75, 4.18
 0, 91,1-2-4-6, 0, 100,P ,-.62, 2.04
 0, 91,1-2-4-6, 1, 100,P ,-1.33, 2.89
 0, 91,1-2-4-6, 2, 100,P ,-1.44, 2.62
 0, 91,1-2-4-6, 3, 114,P ,-1.649122, 2.94
 0, 91,1-2-4-6, 4, 143,P ,-2.167832, 3.81
 0, 91,1-2-4-6, 5, 169,P ,-2.710059, 3.91
 0, 91,1-2-4-6, 6, 191,1C,-2.549739, 3.5
 0, 91,1-2-4-6, 7, 214,2C,-3, 3.87
 0, 91,1-2-4-6, 8, 225,2C,-3.448889, 4.17
 0, 91,1-2-4-6, 9, 233,2C,-3.497854, 4.22
 0, 91,1-2-4-6, 10, 234,2C,-3.876068, 4.32
 0, 91,1-2-4-6, 11, 228,3C,-4.890352, 4.19
 0, 91,1-2-4-6, 12, 215,3C,-4.781396, 4.46
 0, 91,1-2-4-6, 13, 199,3C,-5.849247, 4.82
 0, 91,1-2-4-6, 14, 180,3C,-5.6, 4.74
 0, 91,1-2-4-6, 15, 157,3C,-7.044587, 4.68
 0, 91,1-2-4-6, 16, 135,3C,-6.325926, 4.87
 0, 91,1-2-4-6, 17, 112,3C,-6.910715, 4.81
 0, 91,1-2-4-6, 18, 100,3C,-6.98, 4.8
 0, 91,1-2-4-6, 19, 100,5C,-8.389998, 4.97
 0, 91,1-2-4-6, 20, 100,3C,-8.23, 5.59
 0, 91,1-2-4-6, 21, 100,5C,-9.079996, 4.91
 0, 91,1-2-4-6, 22, 100,6C,-8.129999, 5.01
 0, 91,1-2-4-6, 23, 100,6C,-9.02, 5.24
 0, 91,1-2-4-6, 24, 100,6C,-8.169999, 5.22
 0, 91,1-2-4-6, 25, 100,6C,-7.950002, 5.33
 0, 91,1-2-4-6, 26, 100,6C,-7.77, 5.33
 0, 91,1-2-4-6, 27, 100,6C,-8.35, 5.13
 0, 91,1-2-4-6, 28, 100,6C,-8.029998, 5.19
 0, 91,1-2-4-6, 29, 100,7C,-7.369999, 6.44
 0, 91,1-2-4-6, 30, 100,7N,-5.47, 7.76
 0, 91,1-2-4-6, 31, 100,7N,-1.16, 4.28
 0, 92,2-1-4-6, 0, 100,P ,-1.75, 3.26
 0, 92,2-1-4-6, 1, 100,P ,-1.43, 3.25
 0, 92,2-1-4-6, 2, 100,P ,-1.92, 3.15
 0, 92,2-1-4-6, 3, 114,P ,-1.578947, 2.92
 0, 92,2-1-4-6, 4, 143,P ,-1.713287, 3.26
 0, 92,2-1-4-6, 5, 169,P ,-2.43787, 3.52
 0, 92,2-1-4-6, 6, 191,2C,-2.623037, 3.44
 0, 92,2-1-4-6, 7, 214,2C,-3.158879, 3.96
 0, 92,2-1-4-6, 8, 225,1C,-3.582222, 4.06
 0, 92,2-1-4-6, 9, 233,1C,-3.266094, 4.06
 0, 92,2-1-4-6, 10, 234,2C,-4.615384, 4.48
 0, 92,2-1-4-6, 11, 228,2C,-5.377193, 4.58
 0, 92,2-1-4-6, 12, 215,2C,-5.158138, 4.96
 0, 92,2-1-4-6, 13, 199,3C,-5.180904, 4.43
 0, 92,2-1-4-6, 14, 180,3C,-5.622222, 4.8
 0, 92,2-1-4-6, 15, 157,3C,-5.88535, 4.53
 0, 92,2-1-4-6, 16, 135,3C,-7.34815, 4.97
 0, 92,2-1-4-6, 17, 112,3C,-7.669642, 5.13
 0, 92,2-1-4-6, 18, 100,3C,-8.419999, 5.01
 0, 92,2-1-4-6, 19, 100,5C,-7.650001, 5.23
 0, 92,2-1-4-6, 20, 100,3N,-8.55, 5.36
 0, 92,2-1-4-6, 21, 100,6C,-8.710001, 5.31
 0, 92,2-1-4-6, 22, 100,6C,-8.490001, 5.13
 0, 92,2-1-4-6, 23, 100,6C,-8.540002, 5.38
 0, 92,2-1-4-6, 24, 100,6C,-7.67, 5.37
 0, 92,2-1-4-6, 25, 100,6C,-8.420002, 5.29
 0, 92,2-1-4-6, 26, 100,6C,-7.249999, 5.47
 0, 92,2-1-4-6, 27, 100,7C,-8.470002, 6.52
 0, 92,2-1-4-6, 28, 100,7C,-7.96, 6.65
 0, 92,2-1-4-6, 29, 100,6C,-8.759998, 4.68
 0, 92,2-1-4-6, 30, 100,7N,-6.24, 8.11
 0, 92,2-1-4-6, 31, 100,7N,-.69, 3.41
 0, 93,3-0-4-6, 0, 100,P ,-1.74, 3.16
 0, 93,3-0-4-6, 1, 100,P ,-2.4, 3.86
 0, 93,3-0-4-6, 2, 100,P ,-1.85, 3.57
 0, 93,3-0-4-6, 3, 100,P ,-3.37, 4.45
 0, 93,3-0-4-6, 4, 100,P ,-2.78, 4.11
 0, 93,3-0-4-6, 5, 100,1C,-3.370001, 4.22
 0, 93,3-0-4-6, 6, 101,1C,-4, 4.55
 0, 93,3-0-4-6, 7, 113,1C,-3.858408, 4.53
 0, 93,3-0-4-6, 8, 120,2C,-5.025001, 4.43
 0, 93,3-0-4-6, 9, 124,2C,-5.499999, 4.77
 0, 93,3-0-4-6, 10, 125,3C,-6.104001, 4.78
 0, 93,3-0-4-6, 11, 122,2C,-5.278688, 5.12
 0, 93,3-0-4-6, 12, 115,2C,-6.417392, 5.04
 0, 93,3-0-4-6, 13, 107,3C,-6.971962, 4.65
 0, 93,3-0-4-6, 14, 100,3C,-7.159997, 5.09
 0, 93,3-0-4-6, 15, 100,3C,-7.79, 5.54
 0, 93,3-0-4-6, 16, 100,5C,-8.959999, 5.05
 0, 93,3-0-4-6, 17, 100,5C,-8.89, 5.13
 0, 93,3-0-4-6, 18, 100,5C,-9.240003, 5
 0, 93,3-0-4-6, 19, 100,3N,-9.379999, 5.77
 0, 93,3-0-4-6, 20, 100,6C,-8.309999, 5.76
 0, 93,3-0-4-6, 21, 100,6C,-8.299999, 5.27
 0, 93,3-0-4-6, 22, 100,6C,-8.909999, 4.9
 0, 93,3-0-4-6, 23, 100,6C,-8.749998, 4.95
 0, 93,3-0-4-6, 24, 100,6C,-7.970002, 5.02
 0, 93,3-0-4-6, 25, 100,7C,-6.779999, 7.32
 0, 93,3-0-4-6, 26, 100,7C,-7.09, 7.51
 0, 93,3-0-4-6, 27, 100,7C,-6.550001, 7.51
 0, 93,3-0-4-6, 28, 100,7C,-4.549999, 6.6
 0, 93,3-0-4-6, 29, 100,7C,-1.79, 3.75
 0, 94,0-4-3-6, 0, 100,P ,-1.29, 2.88
 0, 94,0-4-3-6, 1, 100,P ,-1.76, 3.47
 0, 94,0-4-3-6, 2, 100,P ,-2.070001, 3.86
 0, 94,0-4-3-6, 3, 100,P ,-2.07, 3.7
 0, 94,0-4-3-6, 4, 100,P ,-2.83, 4.32
 0, 94,0-4-3-6, 5, 100,2C,-3.02, 3.47
 0, 94,0-4-3-6, 6, 101,P ,-3.534653, 4.6
 0, 94,0-4-3-6, 7, 113,2C,-3.380531, 4.29
 0, 94,0-4-3-6, 8, 120,1C,-4.375, 4.58
 0, 94,0-4-3-6, 9, 124,2C,-4.943548, 4.93
 0, 94,0-4-3-6, 10, 125,2C,-5.896, 4.86
 0, 94,0-4-3-6, 11, 122,3C,-7.000001, 4.85
 0, 94,0-4-3-6, 12, 115,3C,-6.626089, 4.71
 0, 94,0-4-3-6, 13, 107,3C,-6.971962, 4.6
 0, 94,0-4-3-6, 14, 100,3C,-7.639999, 4.52
 0, 94,0-4-3-6, 15, 100,3C,-7.66, 5.09
 0, 94,0-4-3-6, 16, 100,5C,-8.639998, 5
 0, 94,0-4-3-6, 17, 100,5C,-8.139999, 5.16
 0, 94,0-4-3-6, 18, 100,5C,-8.52, 5.26
 0, 94,0-4-3-6, 19, 100,6C,-9.14, 4.84
 0, 94,0-4-3-6, 20, 100,6C,-8.399999, 5.43
 0, 94,0-4-3-6, 21, 100,6C,-8.460002, 5.27
 0, 94,0-4-3-6, 22, 100,6C,-7.779999, 5.17
 0, 94,0-4-3-6, 23, 100,6C,-8.019999, 5.16
 0, 94,0-4-3-6, 24, 100,7C,-7.759999, 7.2
 0, 94,0-4-3-6, 25, 100,7C,-8.61, 7.19
 0, 94,0-4-3-6, 26, 100,7C,-6.58, 7.25
 0, 94,0-4-3-6, 27, 100,7C,-5.330001, 6.94
 0, 94,0-4-3-6, 28, 100,7C,-5.47, 6.97
 0, 94,0-4-3-6, 29, 100,7C,-1.93, 3.67
 0, 95,1-3-3-6, 0, 100,P ,-.65, 1.77
 0, 95,1-3-3-6, 1, 100,P ,-1.21, 2.66
 0, 95,1-3-3-6, 2, 100,P ,-1.32, 2.6
 0, 95,1-3-3-6, 3, 139,P ,-1.546762, 3.1
 0, 95,1-3-3-6, 4, 174,P ,-2.034483, 3.66
 0, 95,1-3-3-6, 5, 205,P ,-1.902439, 3.34
 0, 95,1-3-3-6, 6, 232,P ,-2.068964, 3.39
 0, 95,1-3-3-6, 7, 259,1C,-2.69112, 3.67
 0, 95,1-3-3-6, 8, 272,1C,-3.198529, 4.31
 0, 95,1-3-3-6, 9, 281,1C,-3.085409, 4.03
 0, 95,1-3-3-6, 10, 282,2C,-4.212765, 4.24
 0, 95,1-3-3-6, 11, 275,2C,-4.632727, 4.39
 0, 95,1-3-3-6, 12, 260,2C,-5.073077, 4.57
 0, 95,1-3-3-6, 13, 241,3C,-4.904563, 4.48
 0, 95,1-3-3-6, 14, 217,2C,-5.986176, 5.07
 0, 95,1-3-3-6, 15, 190,2C,-5.636843, 4.65
 0, 95,1-3-3-6, 16, 164,3C,-5.999998, 4.92
 0, 95,1-3-3-6, 17, 137,3C,-7.459854, 4.72
 0, 95,1-3-3-6, 18, 112,5C,-8.035713, 5.21
 0, 95,1-3-3-6, 19, 100,3C,-8.100001, 4.62
 0, 95,1-3-3-6, 20, 100,5C,-8.15, 5.27
 0, 95,1-3-3-6, 21, 100,5C,-8.870003, 4.84
 0, 95,1-3-3-6, 22, 100,6C,-8.500001, 4.87
 0, 95,1-3-3-6, 23, 100,3N,-8.970001, 5.16
 0, 95,1-3-3-6, 24, 100,6C,-7.159998, 5.7
 0, 95,1-3-3-6, 25, 100,3N,-9.630004, 5.38
 0, 95,1-3-3-6, 26, 100,6C,-7.899999, 5.18
 0, 95,1-3-3-6, 27, 100,6C,-8.35, 4.65
 0, 95,1-3-3-6, 28, 100,6C,-8.449999, 5.18
 0, 95,1-3-3-6, 29, 100,7C,-7.96, 6.75
 0, 95,1-3-3-6, 30, 100,7C,-7.800002, 6.87
 0, 95,1-3-3-6, 31, 100,7N,-6.32, 8.4
 0, 95,1-3-3-6, 32, 100,7N,-.7000001, 3.46
 0, 96,2-2-3-6, 0, 100,P ,-.55, 1.86
 0, 96,2-2-3-6, 1, 100,P ,-1.17, 2.8
 0, 96,2-2-3-6, 2, 130,P ,-1.023077, 2.63
 0, 96,2-2-3-6, 3, 180,P ,-.7388889, 2.16
 0, 96,2-2-3-6, 4, 224,P ,-1.8125, 3.25
 0, 96,2-2-3-6, 5, 264,P ,-1.462121, 2.92
 0, 96,2-2-3-6, 6, 298,1C,-2.127517, 3.65
 0, 96,2-2-3-6, 7, 331,1C,-2.277945, 3.49
 0, 96,2-2-3-6, 8, 348,1C,-2.850576, 3.79
 0, 96,2-2-3-6, 9, 359,1C,-2.949861, 3.86
 0, 96,2-2-3-6, 10, 359,2C,-3.442896, 4.29
 0, 96,2-2-3-6, 11, 350,2C,-4.185714, 4.43
 0, 96,2-2-3-6, 12, 331,2C,-4.546828, 4.66
 0, 96,2-2-3-6, 13, 307,2C,-5.094464, 4.93
 0, 96,2-2-3-6, 14, 277,3C,-5.187726, 4.95
 0, 96,2-2-3-6, 15, 243,2C,-6.032921, 4.69
 0, 96,2-2-3-6, 16, 210,3C,-6.295238, 4.74
 0, 96,2-2-3-6, 17, 177,3C,-6.305084, 4.68
 0, 96,2-2-3-6, 18, 145,3N,-6.544828, 5.45
 0, 96,2-2-3-6, 19, 115,3N,-7.060869, 5.4
 0, 96,2-2-3-6, 20, 100,3N,-6.74, 5.22
 0, 96,2-2-3-6, 21, 100,3N,-6.430001, 5.56
 0, 96,2-2-3-6, 22, 100,3N,-6.630001, 5.76
 0, 96,2-2-3-6, 23, 100,3N,-7.609999, 5.63
 0, 96,2-2-3-6, 24, 100,3N,-7.869999, 5.89
 0, 96,2-2-3-6, 25, 100,6C,-9.140001, 4.96
 0, 96,2-2-3-6, 26, 100,6N,-8.949999, 5.58
 0, 96,2-2-3-6, 27, 100,6N,-8.38, 5.64
 0, 96,2-2-3-6, 28, 100,7N,-8.740001, 7.64
 0, 96,2-2-3-6, 29, 100,7N,-7.82, 7.5
 0, 96,2-2-3-6, 30, 100,7N,-6.26, 7.84
 0, 96,2-2-3-6, 31, 100,7N,-7.340001, 7.97
 0, 96,2-2-3-6, 32, 100,7N,-4.529999, 7.21
 0, 96,2-2-3-6, 33, 100,7N,-.8600003, 3.78
 0, 97,3-1-3-6, 0, 100,P ,-1.25, 3.19
 0, 97,3-1-3-6, 1, 100,P ,-.6299998, 1.9
 0, 97,3-1-3-6, 2, 100,P ,-1.18, 3.08
 0, 97,3-1-3-6, 3, 139,P ,-1.906475, 3.66
 0, 97,3-1-3-6, 4, 174,P ,-1.804598, 3.07
 0, 97,3-1-3-6, 5, 205,P ,-2.082927, 3.66
 0, 97,3-1-3-6, 6, 232,P ,-2.831896, 4.02
 0, 97,3-1-3-6, 7, 259,1C,-3.096525, 4.08
 0, 97,3-1-3-6, 8, 272,1C,-3.349265, 4.11
 0, 97,3-1-3-6, 9, 281,2C,-4.014236, 4.35
 0, 97,3-1-3-6, 10, 282,2C,-3.826242, 4.32
 0, 97,3-1-3-6, 11, 275,2C,-4.89091, 4.41
 0, 97,3-1-3-6, 12, 260,2C,-4.584614, 4.52
 0, 97,3-1-3-6, 13, 241,2C,-6.145228, 4.91
 0, 97,3-1-3-6, 14, 217,3C,-6.124424, 4.6
 0, 97,3-1-3-6, 15, 190,3C,-6.1, 4.55
 0, 97,3-1-3-6, 16, 164,3C,-7.176829, 4.9
 0, 97,3-1-3-6, 17, 137,3C,-6.79562, 4.3
 0, 97,3-1-3-6, 18, 112,3C,-7.455357, 4.75
 0, 97,3-1-3-6, 19, 100,5C,-7.61, 4.99
 0, 97,3-1-3-6, 20, 100,3N,-8.070001, 5.45
 0, 97,3-1-3-6, 21, 100,3N,-8.210001, 5.51
 0, 97,3-1-3-6, 22, 100,6C,-8.550002, 5.4
 0, 97,3-1-3-6, 23, 100,6C,-8.879998, 5.33
 0, 97,3-1-3-6, 24, 100,6C,-8.710002, 5.18
 0, 97,3-1-3-6, 25, 100,6C,-8.180001, 5.18
 0, 97,3-1-3-6, 26, 100,6C,-7.430002, 5.54
 0, 97,3-1-3-6, 27, 100,6C,-8.480004, 5.08
 0, 97,3-1-3-6, 28, 100,6C,-8.110001, 5.13
 0, 97,3-1-3-6, 29, 100,7C,-7.73, 6.5
 0, 97,3-1-3-6, 30, 100,7C,-8.119998, 6.8
 0, 97,3-1-3-6, 31, 100,7C,-6.41, 6.74
 0, 97,3-1-3-6, 32, 100,7N,-1.22, 4.5
 0, 98,4-0-3-6, 0, 100,P ,-1.81, 3.67
 0, 98,4-0-3-6, 1, 100,P ,-1.47, 2.91
 0, 98,4-0-3-6, 2, 100,P ,-2.51, 3.89
 0, 98,4-0-3-6, 3, 100,P ,-2.63, 3.78
 0, 98,4-0-3-6, 4, 100,P ,-3.400001, 4.38
 0, 98,4-0-3-6, 5, 100,P ,-3.27, 4.68
 0, 98,4-0-3-6, 6, 101,P ,-3.396039, 4.71
 0, 98,4-0-3-6, 7, 113,2C,-5.159291, 4.83
 0, 98,4-0-3-6, 8, 120,1C,-4.858334, 5.06
 0, 98,4-0-3-6, 9, 124,1C,-4.5, 4.71
 0, 98,4-0-3-6, 10, 125,3C,-5.096, 4.67
 0, 98,4-0-3-6, 11, 122,2C,-5.991802, 4.89
 0, 98,4-0-3-6, 12, 115,3C,-6.852174, 4.87
 0, 98,4-0-3-6, 13, 107,3C,-7.981308, 4.39
 0, 98,4-0-3-6, 14, 100,2C,-7.269999, 5.12
 0, 98,4-0-3-6, 15, 100,2C,-9.330001, 4.81
 0, 98,4-0-3-6, 16, 100,3C,-8.79, 5.05
 0, 98,4-0-3-6, 17, 100,5C,-8.69, 4.84
 0, 98,4-0-3-6, 18, 100,5C,-8.519999, 4.97
 0, 98,4-0-3-6, 19, 100,6C,-8.979999, 5.07
 0, 98,4-0-3-6, 20, 100,6C,-9.319999, 4.76
 0, 98,4-0-3-6, 21, 100,6C,-8.410002, 5.29
 0, 98,4-0-3-6, 22, 100,6C,-9.82, 4.62
 0, 98,4-0-3-6, 23, 100,6C,-9.099998, 4.8
 0, 98,4-0-3-6, 24, 100,7C,-8.620002, 6.86
 0, 98,4-0-3-6, 25, 100,7C,-7.9, 6.97
 0, 98,4-0-3-6, 26, 100,7C,-7.15, 6.73
 0, 98,4-0-3-6, 27, 100,7C,-6.599999, 6.86
 0, 98,4-0-3-6, 28, 100,7C,-4.79, 6.16
 0, 98,4-0-3-6, 29, 100,7C,-3.27, 4.99
 0, 99,0-5-2-6, 0, 100,P ,-2.13, 3.69
 0, 99,0-5-2-6, 1, 100,P ,-2.13, 3.5
 0, 99,0-5-2-6, 2, 100,P ,-3.46, 4.26
 0, 99,0-5-2-6, 3, 100,P ,-2.98, 4.04
 0, 99,0-5-2-6, 4, 100,P ,-3.76, 4.45
 0, 99,0-5-2-6, 5, 100,1C,-4.630001, 4.75
 0, 99,0-5-2-6, 6, 100,1C,-4.3, 4.64
 0, 99,0-5-2-6, 7, 100,3C,-5.449999, 4.86
 0, 99,0-5-2-6, 8, 100,2C,-5.48, 4.64
 0, 99,0-5-2-6, 9, 100,2C,-5.809998, 5.48
 0, 99,0-5-2-6, 10, 100,2C,-6.789999, 5.18
 0, 99,0-5-2-6, 11, 100,3C,-7.18, 5.08
 0, 99,0-5-2-6, 12, 100,2C,-6.720002, 4.9
 0, 99,0-5-2-6, 13, 100,4H,-7.64, 5.05
 0, 99,0-5-2-6, 14, 100,5C,-7.27, 5
 0, 99,0-5-2-6, 15, 100,4H,-7.59, 5.21
 0, 99,0-5-2-6, 16, 100,5C,-8.329999, 4.81
 0, 99,0-5-2-6, 17, 100,6C,-8.65, 5.02
 0, 99,0-5-2-6, 18, 100,6C,-8.57, 4.89
 0, 99,0-5-2-6, 19, 100,6C,-8.069997, 5.33
 0, 99,0-5-2-6, 20, 100,6C,-7.85, 5.48
 0, 99,0-5-2-6, 21, 100,6C,-8.099998, 5.04
 0, 99,0-5-2-6, 22, 100,6C,-8.18, 4.67
 0, 99,0-5-2-6, 23, 100,6C,-7.649999, 4.99
 0, 99,0-5-2-6, 24, 100,7H,-8.5, 8.03
 0, 99,0-5-2-6, 25, 100,7C,-6.160001, 6.8
 0, 99,0-5-2-6, 26, 100,7C,-4.840001, 6.05
 0, 99,0-5-2-6, 27, 100,7H,-2.51, 6.14
 0, 100,1-4-2-6, 0, 100,P ,-1.2, 2.56
 0, 100,1-4-2-6, 1, 100,P ,-.84, 2.16
 0, 100,1-4-2-6, 2, 100,P ,-1.61, 3.54
 0, 100,1-4-2-6, 3, 114,P ,-1.72807, 3.26
 0, 100,1-4-2-6, 4, 143,P ,-1.65035, 3.21
 0, 100,1-4-2-6, 5, 169,P ,-2.745563, 3.82
 0, 100,1-4-2-6, 6, 191,P ,-2.82199, 4.07
 0, 100,1-4-2-6, 7, 214,1C,-3.084112, 4.03
 0, 100,1-4-2-6, 8, 225,1C,-3.826666, 4.52
 0, 100,1-4-2-6, 9, 233,2C,-3.798283, 4.07
 0, 100,1-4-2-6, 10, 234,2C,-4.521367, 3.96
 0, 100,1-4-2-6, 11, 228,2C,-5.407894, 4.73
 0, 100,1-4-2-6, 12, 215,2C,-5.599998, 4.85
 0, 100,1-4-2-6, 13, 199,2C,-5.391963, 4.81
 0, 100,1-4-2-6, 14, 180,3C,-6.994446, 4.83
 0, 100,1-4-2-6, 15, 157,3C,-6.789808, 4.5
 0, 100,1-4-2-6, 16, 135,3C,-6.466665, 5.15
 0, 100,1-4-2-6, 17, 112,3C,-7.517858, 5.03
 0, 100,1-4-2-6, 18, 100,3C,-7.909999, 4.79
 0, 100,1-4-2-6, 19, 100,3N,-8.22, 5.28
 0, 100,1-4-2-6, 20, 100,3C,-9.170001, 4.74
 0, 100,1-4-2-6, 21, 100,5C,-8.549998, 5.05
 0, 100,1-4-2-6, 22, 100,6C,-8.980001, 5.15
 0, 100,1-4-2-6, 23, 100,6C,-8.299998, 5.47
 0, 100,1-4-2-6, 24, 100,6C,-9.099999, 5.28
 0, 100,1-4-2-6, 25, 100,6C,-7.65, 4.9
 0, 100,1-4-2-6, 26, 100,6C,-8.13, 5.45
 0, 100,1-4-2-6, 27, 100,6C,-7.829999, 5.07
 0, 100,1-4-2-6, 28, 100,7C,-8.23, 6.48
 0, 100,1-4-2-6, 29, 100,7N,-8, 8.71
 0, 100,1-4-2-6, 30, 100,7C,-5.67, 5.96
 0, 100,1-4-2-6, 31, 100,7N,-1.54, 4.94
 0, 101,2-3-2-6, 0, 100,P ,-.66, 2.15
 0, 101,2-3-2-6, 1, 100,P ,-.6399999, 1.89
 0, 101,2-3-2-6, 2, 130,P ,-.9230772, 2.48
 0, 101,2-3-2-6, 3, 180,P ,-1.266667, 2.8
 0, 101,2-3-2-6, 4, 224,P ,-1.334821, 2.98
 0, 101,2-3-2-6, 5, 264,P ,-1.621212, 3.01
 0, 101,2-3-2-6, 6, 298,1C,-2.197987, 3.55
 0, 101,2-3-2-6, 7, 331,1C,-2.468278, 3.71
 0, 101,2-3-2-6, 8, 348,1C,-2.663792, 3.79
 0, 101,2-3-2-6, 9, 359,1C,-3.08635, 4.05
 0, 101,2-3-2-6, 10, 359,2C,-3.657382, 4.09
 0, 101,2-3-2-6, 11, 350,2C,-3.720001, 4.28
 0, 101,2-3-2-6, 12, 331,2C,-4.009063, 4.15
 0, 101,2-3-2-6, 13, 307,2C,-4.938111, 4.65
 0, 101,2-3-2-6, 14, 277,2C,-5.249096, 4.5
 0, 101,2-3-2-6, 15, 243,2C,-5.563788, 4.48
 0, 101,2-3-2-6, 16, 210,3C,-6.6, 4.83
 0, 101,2-3-2-6, 17, 177,3N,-7.045197, 5.45
 0, 101,2-3-2-6, 18, 145,3N,-7.17931, 5.48
 0, 101,2-3-2-6, 19, 115,3N,-7.086956, 5.34
 0, 101,2-3-2-6, 20, 100,3N,-7.380001, 5.47
 0, 101,2-3-2-6, 21, 100,3N,-8.499999, 5.21
 0, 101,2-3-2-6, 22, 100,3N,-7.299999, 5.73
 0, 101,2-3-2-6, 23, 100,3N,-8.300002, 5.67
 0, 101,2-3-2-6, 24, 100,3N,-8.530003, 5.78
 0, 101,2-3-2-6, 25, 100,3N,-8.869998, 5.56
 0, 101,2-3-2-6, 26, 100,3N,-8.519998, 5.79
 0, 101,2-3-2-6, 27, 100,7C,-9.050002, 6.35
 0, 101,2-3-2-6, 28, 100,6N,-8.16, 5.92
 0, 101,2-3-2-6, 29, 100,7N,-7.02, 7.78
 0, 101,2-3-2-6, 30, 100,6N,-7.75, 5.72
 0, 101,2-3-2-6, 31, 100,7C,-7.149999, 6.84
 0, 101,2-3-2-6, 32, 100,7N,-5.360001, 7.6
 0, 101,2-3-2-6, 33, 100,7N,-.67, 3.33
 0, 102,3-2-2-6, 0, 100,P ,-.5900002, 2.01
 0, 102,3-2-2-6, 1, 100,P ,-.77, 2.06
 0, 102,3-2-2-6, 2, 130,P ,-1.407692, 2.86
 0, 102,3-2-2-6, 3, 180,P ,-1.444445, 3.05
 0, 102,3-2-2-6, 4, 224,P ,-1.491071, 3.3
 0, 102,3-2-2-6, 5, 264,P ,-1.731061, 3.36
 0, 102,3-2-2-6, 6, 298,P ,-1.946309, 3.44
 0, 102,3-2-2-6, 7, 331,1C,-2.570997, 3.86
 0, 102,3-2-2-6, 8, 348,1C,-2.649426, 3.96
 0, 102,3-2-2-6, 9, 359,2C,-3.189417, 3.91
 0, 102,3-2-2-6, 10, 359,2C,-3.596099, 4.24
 0, 102,3-2-2-6, 11, 350,2C,-3.968572, 4.38
 0, 102,3-2-2-6, 12, 331,2C,-4.220545, 4.24
 0, 102,3-2-2-6, 13, 307,2C,-5.482085, 4.72
 0, 102,3-2-2-6, 14, 277,2C,-5.743683, 4.7
 0, 102,3-2-2-6, 15, 243,3C,-5.539095, 4.38
 0, 102,3-2-2-6, 16, 210,3C,-6.466669, 4.82
 0, 102,3-2-2-6, 17, 177,3C,-7.056497, 4.61
 0, 102,3-2-2-6, 18, 145,3N,-6.675861, 5.41
 0, 102,3-2-2-6, 19, 115,3N,-7.04348, 5.67
 0, 102,3-2-2-6, 20, 100,3N,-7.68, 4.91
 0, 102,3-2-2-6, 21, 100,3N,-7.8, 5.28
 0, 102,3-2-2-6, 22, 100,3N,-7.779999, 5.61
 0, 102,3-2-2-6, 23, 100,3N,-7.979999, 5.5
 0, 102,3-2-2-6, 24, 100,3N,-7.899997, 5.58
 0, 102,3-2-2-6, 25, 100,3N,-8.590001, 5.67
 0, 102,3-2-2-6, 26, 100,6N,-9.210001, 5.86
 0, 102,3-2-2-6, 27, 100,6N,-8.849998, 5.13
 0, 102,3-2-2-6, 28, 100,7N,-9.159998, 7.53
 0, 102,3-2-2-6, 29, 100,7N,-7.9, 7.6
 0, 102,3-2-2-6, 30, 100,6N,-7.77, 5.71
 0, 102,3-2-2-6, 31, 100,7N,-7.189999, 7.8
 0, 102,3-2-2-6, 32, 100,7N,-5.15, 7.47
 0, 102,3-2-2-6, 33, 100,7N,-.4799999, 2.75
 0, 103,4-1-2-6, 0, 100,P ,-1.1, 2.55
 0, 103,4-1-2-6, 1, 100,P ,-1.94, 3.83
 0, 103,4-1-2-6, 2, 100,P ,-1.5, 3.2
 0, 103,4-1-2-6, 3, 114,P ,-2.447369, 3.96
 0, 103,4-1-2-6, 4, 143,P ,-2.769232, 4.2
 0, 103,4-1-2-6, 5, 169,P ,-2.579881, 3.86
 0, 103,4-1-2-6, 6, 191,1C,-3.141362, 4.2
 0, 103,4-1-2-6, 7, 214,P ,-3.971963, 4.51
 0, 103,4-1-2-6, 8, 225,2C,-4.551112, 4.2
 0, 103,4-1-2-6, 9, 233,2C,-4.519314, 4.51
 0, 103,4-1-2-6, 10, 234,2C,-4.773505, 4.23
 0, 103,4-1-2-6, 11, 228,2C,-5.289474, 4.61
 0, 103,4-1-2-6, 12, 215,2C,-5.558141, 4.73
 0, 103,4-1-2-6, 13, 199,2C,-5.84422, 4.93
 0, 103,4-1-2-6, 14, 180,3C,-6.900001, 4.59
 0, 103,4-1-2-6, 15, 157,3C,-6.509554, 4.81
 0, 103,4-1-2-6, 16, 135,3C,-7.496295, 4.58
 0, 103,4-1-2-6, 17, 112,4S,-7.75, 5.83
 0, 103,4-1-2-6, 18, 100,4S,-8.6, 5.71
 0, 103,4-1-2-6, 19, 100,4S,-7.760001, 6.15
 0, 103,4-1-2-6, 20, 100,5C,-8.199998, 5.18
 0, 103,4-1-2-6, 21, 100,4S,-8.5, 5.77
 0, 103,4-1-2-6, 22, 100,3N,-8.559999, 5.84
 0, 103,4-1-2-6, 23, 100,6C,-9.06, 5.18
 0, 103,4-1-2-6, 24, 100,6C,-9.15, 4.89
 0, 103,4-1-2-6, 25, 100,6C,-8.96, 5.04
 0, 103,4-1-2-6, 26, 100,6C,-9.240003, 4.52
 0, 103,4-1-2-6, 27, 100,6C,-7.86, 5.1
 0, 103,4-1-2-6, 28, 100,6C,-8.700001, 5.32
 0, 103,4-1-2-6, 29, 100,7N,-7.37, 8.35
