group,pattern,SHDC,HCP,n,Bid,Loss,StDev
 0, 0,0-0-0-13, 10, 100,7C, 0, 0
 0, 1,0-0-1-12, 6, 100,6C,-4.07, 5.48
 0, 1,0-0-1-12, 7, 100,7C,-2.42, 4.11
 0, 1,0-0-1-12, 8, 100,7C,-3.400001, 4.52
 0, 1,0-0-1-12, 9, 100,7C,-2.68, 4.03
 0, 1,0-0-1-12, 10, 100,7C,-2.18, 3.83
 0, 1,0-0-1-12, 11, 100,7C,-2.64, 3.97
 0, 1,0-0-1-12, 12, 100,7C,-2.83, 4.4
 0, 1,0-0-1-12, 13, 100,7C,-3.209999, 4.41
 0, 1,0-0-1-12, 14, 100,7C,-.03, .3
 0, 2,0-1-0-12, 6, 100,7C,-4.019999, 4.78
 0, 2,0-1-0-12, 7, 100,7C,-3.1, 4.26
 0, 2,0-1-0-12, 8, 100,7C,-3.31, 4.29
 0, 2,0-1-0-12, 9, 100,7C,-2.87, 4.2
 0, 2,0-1-0-12, 10, 100,7C,-2.809999, 4.04
 0, 2,0-1-0-12, 11, 100,7C,-2.62, 4.26
 0, 2,0-1-0-12, 12, 100,7C,-2.89, 4.38
 0, 2,0-1-0-12, 13, 100,7C,-3.42, 4.33
 0, 2,0-1-0-12, 14, 100,7C,-1.24, 3.63
 0, 3,1-0-0-12, 6, 100,6C,-4.349999, 5.27
 0, 3,1-0-0-12, 7, 100,7C,-2.89, 3.94
 0, 3,1-0-0-12, 8, 100,7C,-3.48, 4.67
 0, 3,1-0-0-12, 9, 100,7C,-3.450001, 4.53
 0, 3,1-0-0-12, 10, 100,7C,-2.55, 4
 0, 3,1-0-0-12, 11, 100,7C,-3.32, 4.74
 0, 3,1-0-0-12, 12, 100,7C,-4.12, 4.81
 0, 3,1-0-0-12, 13, 100,7C,-2.919999, 4.05
 0, 3,1-0-0-12, 14, 100,7C,-1, 3.26
 0, 4,0-0-2-11, 3, 100,7C,-4.64, 4.85
 0, 4,0-0-2-11, 4, 100,6C,-4.24, 4.45
 0, 4,0-0-2-11, 5, 100,7C,-4.74, 5.02
 0, 4,0-0-2-11, 6, 100,7C,-4.609999, 4.66
 0, 4,0-0-2-11, 7, 100,7C,-4.5, 4.66
 0, 4,0-0-2-11, 8, 100,7C,-4.04, 4.7
 0, 4,0-0-2-11, 9, 100,7C,-3.79, 4.35
 0, 4,0-0-2-11, 10, 100,7C,-3.34, 4.35
 0, 4,0-0-2-11, 11, 100,7C,-4.07, 4.28
 0, 4,0-0-2-11, 12, 100,7C,-3.81, 4.9
 0, 4,0-0-2-11, 13, 100,6C,-4.669999, 4.63
 0, 4,0-0-2-11, 14, 100,7C,-3.87, 5.43
 0, 4,0-0-2-11, 15, 100,6C,-4.829999, 4.68
 0, 4,0-0-2-11, 16, 100,7C,-4.23, 5.63
 0, 4,0-0-2-11, 17, 100,7C,-.8599998, 2.96
 0, 5,0-1-1-11, 3, 100,6C,-4.41, 4.58
 0, 5,0-1-1-11, 4, 100,6C,-3.440001, 4.54
 0, 5,0-1-1-11, 5, 100,6C,-3.9, 4.83
 0, 5,0-1-1-11, 6, 100,7C,-5.209999, 4.8
 0, 5,0-1-1-11, 7, 100,6C,-4.919998, 5.35
 0, 5,0-1-1-11, 8, 100,6C,-4.310001, 5.03
 0, 5,0-1-1-11, 9, 100,6C,-4.240001, 5.26
 0, 5,0-1-1-11, 10, 100,6C,-4.639998, 5.15
 0, 5,0-1-1-11, 11, 100,6C,-3.179999, 4.84
 0, 5,0-1-1-11, 12, 100,6C,-4.080001, 5.11
 0, 5,0-1-1-11, 13, 100,6C,-3.34, 4.72
 0, 5,0-1-1-11, 14, 100,6C,-4.65, 5.36
 0, 5,0-1-1-11, 15, 100,6C,-3.76, 4.9
 0, 5,0-1-1-11, 16, 100,6C,-4.360001, 5.09
 0, 5,0-1-1-11, 17, 100,6C,-4.72, 4.91
 0, 5,0-1-1-11, 18, 100,7C,-2.8, 4.8
 0, 6,1-0-1-11, 3, 100,6C,-3.91, 4.27
 0, 6,1-0-1-11, 4, 100,6C,-4.02, 4.68
 0, 6,1-0-1-11, 5, 100,6C,-4.67, 4.98
 0, 6,1-0-1-11, 6, 100,6C,-4.25, 4.8
 0, 6,1-0-1-11, 7, 100,6C,-3.87, 5.28
 0, 6,1-0-1-11, 8, 100,6C,-3.939999, 5.12
 0, 6,1-0-1-11, 9, 100,7C,-4.669998, 4.57
 0, 6,1-0-1-11, 10, 100,6C,-3.1, 4.57
 0, 6,1-0-1-11, 11, 100,6C,-4.680001, 5.18
 0, 6,1-0-1-11, 12, 100,6C,-4.32, 5.18
 0, 6,1-0-1-11, 13, 100,6C,-4.1, 4.86
 0, 6,1-0-1-11, 14, 100,6C,-3.640001, 4.75
 0, 6,1-0-1-11, 15, 100,6C,-4.189999, 5.09
 0, 6,1-0-1-11, 16, 100,6C,-5.030001, 5.14
 0, 6,1-0-1-11, 17, 100,7C,-5.08, 5.17
 0, 6,1-0-1-11, 18, 100,7C,-2.63, 4.66
 0, 7,0-2-0-11, 3, 100,6C,-4.14, 4.91
 0, 7,0-2-0-11, 4, 100,7C,-4.100001, 4.65
 0, 7,0-2-0-11, 5, 100,7C,-4.530001, 4.81
 0, 7,0-2-0-11, 6, 100,6C,-3.7, 4.84
 0, 7,0-2-0-11, 7, 100,6C,-4.190001, 5.03
 0, 7,0-2-0-11, 8, 100,7C,-3.870001, 4.59
 0, 7,0-2-0-11, 9, 100,7C,-3.96, 4.66
 0, 7,0-2-0-11, 10, 100,7C,-4.010001, 4.82
 0, 7,0-2-0-11, 11, 100,7C,-4.21, 5.04
 0, 7,0-2-0-11, 12, 100,7C,-4.170001, 4.9
 0, 7,0-2-0-11, 13, 100,7C,-4.060002, 4.77
 0, 7,0-2-0-11, 14, 100,7C,-3.98, 4.97
 0, 7,0-2-0-11, 15, 100,7C,-4.86, 5.62
 0, 7,0-2-0-11, 16, 100,7C,-3.97, 5.29
 0, 7,0-2-0-11, 17, 100,7C,-.72, 2.31
 0, 8,1-1-0-11, 3, 100,6C,-4.53, 4.75
 0, 8,1-1-0-11, 4, 100,6C,-4.610001, 5.25
 0, 8,1-1-0-11, 5, 100,6C,-4.069999, 4.83
 0, 8,1-1-0-11, 6, 100,7C,-4.71, 4.73
 0, 8,1-1-0-11, 7, 100,6C,-3.64, 4.81
 0, 8,1-1-0-11, 8, 100,6C,-4.16, 5.18
 0, 8,1-1-0-11, 9, 100,6C,-3.909999, 4.97
 0, 8,1-1-0-11, 10, 100,6C,-3.3, 4.84
 0, 8,1-1-0-11, 11, 100,6C,-3.47, 5.07
 0, 8,1-1-0-11, 12, 100,6C,-4.7, 5.06
 0, 8,1-1-0-11, 13, 100,6C,-3.719999, 4.82
 0, 8,1-1-0-11, 14, 100,6C,-5.05, 5.41
 0, 8,1-1-0-11, 15, 100,6C,-4.309999, 5.25
 0, 8,1-1-0-11, 16, 100,7C,-4.95, 4.94
 0, 8,1-1-0-11, 17, 100,7C,-4.940001, 5.14
 0, 8,1-1-0-11, 18, 100,7C,-3.159999, 5.01
 0, 9,2-0-0-11, 3, 100,6C,-5.269999, 4.97
 0, 9,2-0-0-11, 4, 100,7C,-4.280001, 4.69
 0, 9,2-0-0-11, 5, 100,6C,-4.57, 4.54
 0, 9,2-0-0-11, 6, 100,6C,-4.240001, 5.12
 0, 9,2-0-0-11, 7, 100,7C,-4.619999, 4.82
 0, 9,2-0-0-11, 8, 100,7C,-4.32, 4.98
 0, 9,2-0-0-11, 9, 100,7C,-4.63, 4.92
 0, 9,2-0-0-11, 10, 100,7C,-4.440001, 4.71
 0, 9,2-0-0-11, 11, 100,6C,-4.89, 4.64
 0, 9,2-0-0-11, 12, 100,7C,-4.72, 5.05
 0, 9,2-0-0-11, 13, 100,6C,-4.970001, 4.76
 0, 9,2-0-0-11, 14, 100,7C,-3.59, 5.1
 0, 9,2-0-0-11, 15, 100,7C,-4.829998, 5.44
 0, 9,2-0-0-11, 16, 100,7C,-3.98, 5.35
 0, 9,2-0-0-11, 17, 100,7C,-.47, 2.08
 0, 10,0-0-3-10, 1, 100,5C,-3.720001, 4.67
 0, 10,0-0-3-10, 2, 100,6C,-4.530001, 4.61
 0, 10,0-0-3-10, 3, 100,6C,-3.99, 4.14
 0, 10,0-0-3-10, 4, 100,6C,-4.210001, 4.46
 0, 10,0-0-3-10, 5, 100,5C,-4.779998, 4.73
 0, 10,0-0-3-10, 6, 100,6C,-5.110001, 4.79
 0, 10,0-0-3-10, 7, 100,6C,-4.49, 4.65
 0, 10,0-0-3-10, 8, 100,6C,-4.98, 4.86
 0, 10,0-0-3-10, 9, 100,6C,-4.91, 5.01
 0, 10,0-0-3-10, 10, 100,6C,-4.869998, 4.9
 0, 10,0-0-3-10, 11, 100,6C,-5.339999, 4.66
 0, 10,0-0-3-10, 12, 100,6C,-5.18, 4.68
 0, 10,0-0-3-10, 13, 100,6C,-5.54, 4.86
 0, 10,0-0-3-10, 14, 100,7C,-5.949999, 5.48
 0, 10,0-0-3-10, 15, 100,6C,-5.090001, 4.42
 0, 10,0-0-3-10, 16, 100,7C,-5.25, 5.85
 0, 10,0-0-3-10, 17, 100,7C,-5.150001, 6.05
 0, 10,0-0-3-10, 18, 100,7C,-2.85, 5.12
 0, 10,0-0-3-10, 19, 100,7C,-.5199999, 1.7
 0, 11,0-1-2-10, 1, 100,5C,-3.62, 4.2
 0, 11,0-1-2-10, 2, 100,5C,-3.47, 3.82
 0, 11,0-1-2-10, 3, 100,5C,-4.52, 4.37
 0, 11,0-1-2-10, 4, 100,5C,-3.509999, 3.85
 0, 11,0-1-2-10, 5, 100,5C,-3.979999, 4.42
 0, 11,0-1-2-10, 6, 100,5C,-4.83, 4.29
 0, 11,0-1-2-10, 7, 100,6C,-3.96, 4.59
 0, 11,0-1-2-10, 8, 100,6C,-4.83, 4.67
 0, 11,0-1-2-10, 9, 100,6C,-4.2, 4.5
 0, 11,0-1-2-10, 10, 100,6C,-4.35, 4.8
 0, 11,0-1-2-10, 11, 100,6C,-4.79, 4.64
 0, 11,0-1-2-10, 12, 100,6C,-4.840001, 4.93
 0, 11,0-1-2-10, 13, 100,6C,-5.060001, 4.84
 0, 11,0-1-2-10, 14, 100,6C,-5.279999, 4.64
 0, 11,0-1-2-10, 15, 100,6C,-4.789999, 4.52
 0, 11,0-1-2-10, 16, 100,6C,-4.73, 4.72
 0, 11,0-1-2-10, 17, 100,6C,-4.529999, 4.74
 0, 11,0-1-2-10, 18, 100,6C,-5.34, 4.99
 0, 11,0-1-2-10, 19, 100,6C,-4.679999, 4.7
 0, 11,0-1-2-10, 20, 100,6C,-5.86, 4.64
 0, 11,0-1-2-10, 21, 100,7C,-2.02, 3.7
 0, 12,1-0-2-10, 1, 100,5C,-3.98, 4.29
 0, 12,1-0-2-10, 2, 100,5C,-4.280001, 4.38
 0, 12,1-0-2-10, 3, 100,5C,-4.269999, 4.13
 0, 12,1-0-2-10, 4, 100,5C,-3.53, 4.11
 0, 12,1-0-2-10, 5, 100,5C,-4.4, 4.52
 0, 12,1-0-2-10, 6, 100,5C,-4.23, 4.35
 0, 12,1-0-2-10, 7, 100,6C,-4.29, 4.41
 0, 12,1-0-2-10, 8, 100,6C,-4.960001, 4.76
 0, 12,1-0-2-10, 9, 100,6C,-5.199998, 4.84
 0, 12,1-0-2-10, 10, 100,6C,-5.420001, 4.78
 0, 12,1-0-2-10, 11, 100,6C,-5.089999, 5.12
 0, 12,1-0-2-10, 12, 100,6C,-4.45, 4.9
 0, 12,1-0-2-10, 13, 100,6C,-5.63, 4.74
 0, 12,1-0-2-10, 14, 100,6C,-6.130001, 4.87
 0, 12,1-0-2-10, 15, 100,6C,-5.050001, 4.76
 0, 12,1-0-2-10, 16, 100,6C,-6, 4.66
 0, 12,1-0-2-10, 17, 100,6C,-4.320001, 4.59
 0, 12,1-0-2-10, 18, 100,6C,-5.030001, 4.58
 0, 12,1-0-2-10, 19, 100,6C,-4.92, 4.93
 0, 12,1-0-2-10, 20, 100,6C,-5.110001, 4.28
 0, 12,1-0-2-10, 21, 100,7C,-2.13, 4.06
 0, 13,0-2-1-10, 1, 100,5C,-3.29, 3.74
 0, 13,0-2-1-10, 2, 100,6C,-4.070001, 4.12
 0, 13,0-2-1-10, 3, 100,5C,-3.950001, 4.19
 0, 13,0-2-1-10, 4, 100,5C,-4.020001, 4.53
 0, 13,0-2-1-10, 5, 100,5C,-3.56, 3.79
 0, 13,0-2-1-10, 6, 100,6C,-4.19, 4.67
 0, 13,0-2-1-10, 7, 100,6C,-4.089999, 4.38
 0, 13,0-2-1-10, 8, 100,6C,-4.85, 4.82
 0, 13,0-2-1-10, 9, 100,6C,-4.660002, 4.35
 0, 13,0-2-1-10, 10, 100,6C,-5.110001, 4.64
 0, 13,0-2-1-10, 11, 100,6C,-5.05, 4.83
 0, 13,0-2-1-10, 12, 100,6C,-4.65, 4.5
 0, 13,0-2-1-10, 13, 100,6C,-5.05, 4.91
 0, 13,0-2-1-10, 14, 100,6C,-4.279999, 4.75
 0, 13,0-2-1-10, 15, 100,6C,-4.689999, 4.55
 0, 13,0-2-1-10, 16, 100,6C,-5.600001, 4.79
 0, 13,0-2-1-10, 17, 100,6C,-5.66, 5.22
 0, 13,0-2-1-10, 18, 100,6C,-5.98, 4.49
 0, 13,0-2-1-10, 19, 100,6C,-5.710001, 4.8
 0, 13,0-2-1-10, 20, 100,6C,-5.119999, 4.14
 0, 13,0-2-1-10, 21, 100,7C,-1.92, 3.94
 0, 14,1-1-1-10, 1, 100,5C,-3.13, 3.51
 0, 14,1-1-1-10, 2, 100,5C,-3.16, 3.55
 0, 14,1-1-1-10, 3, 100,5C,-3.58, 3.99
 0, 14,1-1-1-10, 4, 100,5C,-3.51, 3.88
 0, 14,1-1-1-10, 5, 100,5C,-3.72, 3.99
 0, 14,1-1-1-10, 6, 100,5C,-3.859999, 4.27
 0, 14,1-1-1-10, 7, 100,5C,-3.64, 4.48
 0, 14,1-1-1-10, 8, 100,6C,-4.56, 4.53
 0, 14,1-1-1-10, 9, 100,5C,-4.599999, 4.31
 0, 14,1-1-1-10, 10, 100,5C,-4.63, 4.61
 0, 14,1-1-1-10, 11, 100,6C,-4.67, 4.46
 0, 14,1-1-1-10, 12, 100,6C,-4.809999, 4.46
 0, 14,1-1-1-10, 13, 100,6C,-5.17, 4.72
 0, 14,1-1-1-10, 14, 100,6C,-4.549999, 4.92
 0, 14,1-1-1-10, 15, 100,6C,-5.09, 4.48
 0, 14,1-1-1-10, 16, 100,6C,-5.18, 5.01
 0, 14,1-1-1-10, 17, 100,6C,-4.259998, 4.99
 0, 14,1-1-1-10, 18, 100,6C,-4.6, 5.24
 0, 14,1-1-1-10, 19, 100,6C,-4.869999, 4.97
 0, 14,1-1-1-10, 20, 100,6C,-5.480001, 5.38
 0, 14,1-1-1-10, 21, 100,6C,-6.13, 5.66
 0, 14,1-1-1-10, 22, 100,7N, 0, 0
 0, 15,2-0-1-10, 1, 100,5C,-3.68, 4.01
 0, 15,2-0-1-10, 2, 100,5C,-3.62, 3.79
 0, 15,2-0-1-10, 3, 100,5C,-3.53, 3.92
 0, 15,2-0-1-10, 4, 100,6C,-4.490001, 4.54
 0, 15,2-0-1-10, 5, 100,5C,-4.22, 4.52
 0, 15,2-0-1-10, 6, 100,6C,-4.420001, 4.61
 0, 15,2-0-1-10, 7, 100,6C,-4.65, 4.7
 0, 15,2-0-1-10, 8, 100,6C,-4.61, 4.32
 0, 15,2-0-1-10, 9, 100,6C,-4.9, 4.86
 0, 15,2-0-1-10, 10, 100,6C,-4.490001, 4.69
 0, 15,2-0-1-10, 11, 100,6C,-4.01, 4.52
 0, 15,2-0-1-10, 12, 100,6C,-4.73, 4.7
 0, 15,2-0-1-10, 13, 100,6C,-5.210001, 4.58
 0, 15,2-0-1-10, 14, 100,6C,-4.559999, 4.78
 0, 15,2-0-1-10, 15, 100,6C,-5.170002, 5.12
 0, 15,2-0-1-10, 16, 100,6C,-4.6, 4.63
 0, 15,2-0-1-10, 17, 100,6C,-4.850001, 4.96
 0, 15,2-0-1-10, 18, 100,6C,-5.290001, 4.75
 0, 15,2-0-1-10, 19, 100,6C,-4.330001, 4.63
 0, 15,2-0-1-10, 20, 100,6C,-5.4, 4.55
 0, 15,2-0-1-10, 21, 100,7C,-2.71, 4.11
 0, 16,0-3-0-10, 1, 100,5C,-3.94, 4.22
 0, 16,0-3-0-10, 2, 100,6C,-4.49, 4.53
 0, 16,0-3-0-10, 3, 100,6C,-3.92, 4.17
 0, 16,0-3-0-10, 4, 100,6C,-4.789999, 4.56
 0, 16,0-3-0-10, 5, 100,6C,-4.96, 4.7
 0, 16,0-3-0-10, 6, 100,6C,-4.939999, 4.59
 0, 16,0-3-0-10, 7, 100,6C,-4.169998, 4.54
 0, 16,0-3-0-10, 8, 100,6C,-5.29, 5
 0, 16,0-3-0-10, 9, 100,6C,-4.969999, 4.68
 0, 16,0-3-0-10, 10, 100,6C,-4.53, 4.48
 0, 16,0-3-0-10, 11, 100,6C,-5.22, 4.83
 0, 16,0-3-0-10, 12, 100,6C,-4.890001, 4.59
 0, 16,0-3-0-10, 13, 100,6C,-5.95, 4.95
 0, 16,0-3-0-10, 14, 100,6C,-5.739999, 4.5
 0, 16,0-3-0-10, 15, 100,7C,-5.619999, 5.6
 0, 16,0-3-0-10, 16, 100,6C,-5.320001, 4.53
 0, 16,0-3-0-10, 17, 100,7C,-4.23, 5.73
 0, 16,0-3-0-10, 18, 100,7C,-2.97, 5.24
 0, 16,0-3-0-10, 19, 100,7C,-.4499999, 1.9
 0, 17,1-2-0-10, 1, 100,5C,-3.970001, 4.13
 0, 17,1-2-0-10, 2, 100,5C,-3.33, 3.65
 0, 17,1-2-0-10, 3, 100,5C,-3.01, 4.02
 0, 17,1-2-0-10, 4, 100,5C,-3.82, 4.03
 0, 17,1-2-0-10, 5, 100,5C,-3.789999, 4.3
 0, 17,1-2-0-10, 6, 100,6C,-4.03, 4.33
 0, 17,1-2-0-10, 7, 100,5C,-4.73, 4.37
 0, 17,1-2-0-10, 8, 100,5C,-5.05, 4.57
 0, 17,1-2-0-10, 9, 100,6C,-4.469999, 4.47
 0, 17,1-2-0-10, 10, 100,6C,-5.130002, 4.62
 0, 17,1-2-0-10, 11, 100,6C,-4.32, 4.34
 0, 17,1-2-0-10, 12, 100,6C,-4.4, 4.61
 0, 17,1-2-0-10, 13, 100,6C,-5.17, 4.81
 0, 17,1-2-0-10, 14, 100,6C,-5.220001, 5.3
 0, 17,1-2-0-10, 15, 100,6C,-5.830002, 5.09
 0, 17,1-2-0-10, 16, 100,6C,-5.5, 5.05
 0, 17,1-2-0-10, 17, 100,6C,-5.15, 4.67
 0, 17,1-2-0-10, 18, 100,6C,-5.499999, 5.16
 0, 17,1-2-0-10, 19, 100,6C,-5.06, 5
 0, 17,1-2-0-10, 20, 100,6C,-6.039999, 4.69
 0, 17,1-2-0-10, 21, 100,7C,-2.49, 4.01
 0, 18,2-1-0-10, 1, 100,5C,-3.44, 4.06
 0, 18,2-1-0-10, 2, 100,5C,-3.21, 3.73
 0, 18,2-1-0-10, 3, 100,5C,-3.609999, 3.96
 0, 18,2-1-0-10, 4, 100,5C,-3.55, 3.96
 0, 18,2-1-0-10, 5, 100,5C,-4.45, 4.35
 0, 18,2-1-0-10, 6, 100,6C,-4, 4.42
 0, 18,2-1-0-10, 7, 100,6C,-4.759999, 4.41
 0, 18,2-1-0-10, 8, 100,6C,-4.6, 4.6
 0, 18,2-1-0-10, 9, 100,6C,-4.409999, 4.63
 0, 18,2-1-0-10, 10, 100,6C,-4.579999, 4.58
 0, 18,2-1-0-10, 11, 100,6C,-4.519998, 4.64
 0, 18,2-1-0-10, 12, 100,6C,-5.499999, 4.75
 0, 18,2-1-0-10, 13, 100,6C,-4.99, 5
 0, 18,2-1-0-10, 14, 100,6C,-5.589998, 4.94
 0, 18,2-1-0-10, 15, 100,6C,-4.779999, 4.75
 0, 18,2-1-0-10, 16, 100,6C,-5.410002, 4.57
 0, 18,2-1-0-10, 17, 100,6C,-4.77, 4.92
 0, 18,2-1-0-10, 18, 100,6C,-6.049999, 4.71
 0, 18,2-1-0-10, 19, 100,6C,-4.109999, 4.5
 0, 18,2-1-0-10, 20, 100,6C,-5.44, 4.67
 0, 18,2-1-0-10, 21, 100,7C,-2.370001, 3.98
 0, 19,3-0-0-10, 1, 100,5C,-3.59, 4.1
 0, 19,3-0-0-10, 2, 100,5C,-4.46, 4.52
 0, 19,3-0-0-10, 3, 100,5C,-3.83, 4.17
 0, 19,3-0-0-10, 4, 100,5C,-4.680002, 4.44
 0, 19,3-0-0-10, 5, 100,6C,-4.869999, 4.89
 0, 19,3-0-0-10, 6, 100,6C,-4.460001, 4.61
 0, 19,3-0-0-10, 7, 100,6C,-5.18, 5.06
 0, 19,3-0-0-10, 8, 100,6C,-5.599999, 4.88
 0, 19,3-0-0-10, 9, 100,6C,-5.189999, 5.23
 0, 19,3-0-0-10, 10, 100,6C,-5.219999, 5.02
 0, 19,3-0-0-10, 11, 100,6C,-5.17, 5.07
 0, 19,3-0-0-10, 12, 100,6C,-6.01, 5.23
 0, 19,3-0-0-10, 13, 100,6C,-6.11, 5.47
 0, 19,3-0-0-10, 14, 100,6C,-6.309999, 4.81
 0, 19,3-0-0-10, 15, 100,6C,-5.5, 4.82
 0, 19,3-0-0-10, 16, 100,7C,-5.159999, 5.88
 0, 19,3-0-0-10, 17, 100,7C,-5.39, 6
 0, 19,3-0-0-10, 18, 100,7C,-4.719999, 6.08
 0, 19,3-0-0-10, 19, 100,7C,-.5699999, 2.13
 0, 20,0-0-4-9, 0, 100,5C,-4.29, 4.2
 0, 20,0-0-4-9, 1, 100,5C,-3.969999, 4.23
 0, 20,0-0-4-9, 2, 100,5C,-3.98, 4.72
 0, 20,0-0-4-9, 3, 100,5C,-4.140002, 4.47
 0, 20,0-0-4-9, 4, 100,5C,-4.530001, 4.62
 0, 20,0-0-4-9, 5, 100,6C,-4.900001, 4.78
 0, 20,0-0-4-9, 6, 100,5C,-4.85, 4.81
 0, 20,0-0-4-9, 7, 100,5C,-5.459999, 4.81
 0, 20,0-0-4-9, 8, 100,6C,-5.58, 4.6
 0, 20,0-0-4-9, 9, 100,6C,-5.42, 4.88
 0, 20,0-0-4-9, 10, 100,6C,-5.45, 4.7
 0, 20,0-0-4-9, 11, 100,6C,-5.39, 4.98
 0, 20,0-0-4-9, 12, 100,6C,-5.959998, 4.92
 0, 20,0-0-4-9, 13, 100,6C,-5.34, 5.08
 0, 20,0-0-4-9, 14, 100,6C,-5.559999, 4.78
 0, 20,0-0-4-9, 15, 100,6C,-5.44, 4.48
 0, 20,0-0-4-9, 16, 100,7C,-5.580001, 5.86
 0, 20,0-0-4-9, 17, 100,6C,-5.88, 4.64
 0, 20,0-0-4-9, 18, 100,7C,-4.02, 5.88
 0, 20,0-0-4-9, 19, 100,7C,-2.03, 4.41
 0, 20,0-0-4-9, 20, 100,7C,-.69, 2.52
 0, 21,0-1-3-9, 0, 100,4C,-2.719999, 3.79
 0, 21,0-1-3-9, 1, 100,5C,-3.000001, 4.05
 0, 21,0-1-3-9, 2, 100,5C,-3.62, 3.97
 0, 21,0-1-3-9, 3, 100,4C,-3.55, 4.17
 0, 21,0-1-3-9, 4, 100,5C,-3.96, 4.32
 0, 21,0-1-3-9, 5, 100,5C,-3.56, 4.02
 0, 21,0-1-3-9, 6, 100,5C,-3.369999, 4.17
 0, 21,0-1-3-9, 7, 100,5C,-4.240001, 4.3
 0, 21,0-1-3-9, 8, 100,5C,-4.3, 4.21
 0, 21,0-1-3-9, 9, 100,5C,-4.699999, 3.99
 0, 21,0-1-3-9, 10, 100,5C,-4.94, 4.41
 0, 21,0-1-3-9, 11, 100,5C,-4.26, 4.73
 0, 21,0-1-3-9, 12, 100,6C,-5.480002, 4.64
 0, 21,0-1-3-9, 13, 100,6C,-5.559999, 4.86
 0, 21,0-1-3-9, 14, 100,6C,-5.44, 4.69
 0, 21,0-1-3-9, 15, 100,6C,-4.699999, 4.8
 0, 21,0-1-3-9, 16, 100,6C,-5.709999, 4.94
 0, 21,0-1-3-9, 17, 100,6C,-6.39, 4.81
 0, 21,0-1-3-9, 18, 100,6C,-5.73, 4.99
 0, 21,0-1-3-9, 19, 100,6C,-5.620001, 4.88
 0, 21,0-1-3-9, 20, 100,6C,-5.800001, 4.77
 0, 21,0-1-3-9, 21, 100,7C,-6.180001, 6.33
 0, 21,0-1-3-9, 22, 100,7C,-5.440001, 5.91
 0, 21,0-1-3-9, 23, 100,7C,-1.16, 2.21
 0, 22,1-0-3-9, 0, 100,5C,-3.31, 4.25
 0, 22,1-0-3-9, 1, 100,5C,-3.270001, 3.85
 0, 22,1-0-3-9, 2, 100,5C,-3.04, 3.82
 0, 22,1-0-3-9, 3, 100,5C,-3.490001, 4.04
 0, 22,1-0-3-9, 4, 100,5C,-3.25, 3.9
 0, 22,1-0-3-9, 5, 100,5C,-3.96, 4.24
 0, 22,1-0-3-9, 6, 100,5C,-4.27, 4.17
 0, 22,1-0-3-9, 7, 100,5C,-3.7, 3.85
 0, 22,1-0-3-9, 8, 100,5C,-4.949999, 4.72
 0, 22,1-0-3-9, 9, 100,6C,-4.98, 4.36
 0, 22,1-0-3-9, 10, 100,5C,-4.560001, 4.6
 0, 22,1-0-3-9, 11, 100,5C,-4.929999, 4.71
 0, 22,1-0-3-9, 12, 100,5C,-4.99, 4.82
 0, 22,1-0-3-9, 13, 100,6C,-5.530001, 4.69
 0, 22,1-0-3-9, 14, 100,6C,-5.38, 4.83
 0, 22,1-0-3-9, 15, 100,6C,-5.49, 4.78
 0, 22,1-0-3-9, 16, 100,6C,-5.700001, 5.01
 0, 22,1-0-3-9, 17, 100,6C,-5.67, 4.91
 0, 22,1-0-3-9, 18, 100,6C,-6.64, 4.79
 0, 22,1-0-3-9, 19, 100,6C,-5.929999, 4.91
 0, 22,1-0-3-9, 20, 100,6C,-5.620001, 5.01
 0, 22,1-0-3-9, 21, 100,7C,-6.179999, 6.14
 0, 22,1-0-3-9, 22, 100,6C,-5.6, 4.53
 0, 22,1-0-3-9, 23, 100,7C,-1.85, 3.21
 0, 23,0-2-2-9, 0, 100,5C,-2.569999, 3.82
 0, 23,0-2-2-9, 1, 100,5C,-2.75, 3.48
 0, 23,0-2-2-9, 2, 100,5C,-3.01, 3.71
 0, 23,0-2-2-9, 3, 100,5C,-2.86, 3.66
 0, 23,0-2-2-9, 4, 100,5C,-3.51, 3.87
 0, 23,0-2-2-9, 5, 100,5C,-3.08, 4.02
 0, 23,0-2-2-9, 6, 100,5C,-3.209999, 3.6
 0, 23,0-2-2-9, 7, 100,5C,-3.870001, 4.31
 0, 23,0-2-2-9, 8, 100,5C,-3.889999, 4.37
 0, 23,0-2-2-9, 9, 100,5C,-3.84, 4.34
 0, 23,0-2-2-9, 10, 100,5C,-4.210001, 4.31
 0, 23,0-2-2-9, 11, 100,5C,-3.929999, 4.01
 0, 23,0-2-2-9, 12, 100,5C,-5.49, 5.1
 0, 23,0-2-2-9, 13, 100,5C,-5.36, 4.81
 0, 23,0-2-2-9, 14, 100,5C,-5.769998, 5.35
 0, 23,0-2-2-9, 15, 100,6C,-6.54, 4.84
 0, 23,0-2-2-9, 16, 100,5C,-6.100001, 4.75
 0, 23,0-2-2-9, 17, 100,6C,-6.409999, 4.59
 0, 23,0-2-2-9, 18, 100,6C,-6.760001, 4.95
 0, 23,0-2-2-9, 19, 100,6C,-7.14, 4.33
 0, 23,0-2-2-9, 20, 100,6C,-6.420001, 4.48
 0, 23,0-2-2-9, 21, 100,6C,-6.03, 4.64
 0, 23,0-2-2-9, 22, 100,6C,-5.83, 4.68
